production_tag,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,state_id,inventory_activity_Bq,source_activity_Bq,relative_delta,activity_fraction,rpip_count,source_rows,status
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,10023,Ne-23,0,gs,0.004051951419803777499243635735,0.0040519514198037774992436357349999999999999999999999999999999999999999999999999999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000024679466666666666666666666666483709553777777777777777777779134099841327407407407,0.000046574238797853210766506175724900030149342586242138581875169162012362428586708648,6,6,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,10024,Ne-24,0,gs,0.0121558542594113324977309072,0.012155854259411332497730907200000000000000000000000000000000000000000000000000002,0.00000000000000000000000000000000000000000000000000000000000000000000000000000016452977777777777777777777784423318313086419753086419755770627414636861454046639,0.00013972271639355963229951852711722872175117817272616756494609290058020849507050856,18,18,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,10025,Ne-25,0,gs,0.002701300946535851666162423823,0.002701300946535851666162423823,0,0.000031049492531902140511004117146101928853105085094742509204818468977783033011831273,4,4,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,11022,Na-22,0,gs,0.000007348104896027382412369797294,0.000007348104896027382412369797294,0,0.000000084461129140543057476222101751591686564605533877279348710104510961993009809538389,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,11024,Na-24,0,gs,0.0303896339236806937346025846,0.0303896339236806937346025846,0,0.0003493067711580281765065257236885354724109697344409101152144474588741346474852699,45,45,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,11025,Na-25,0,gs,0.03714288801486796040973332757,0.037142888014867960409733327569999999999999999999999999999999999999999999999999993,0.00000000000000000000000000000000000000000000000000000000000000000000000000000018846138181818181818181818182101298785660826446280991735541443220157534568054095,0.00042693052231365443202630661080200504825283210955289563707581488753717579692989304,55,55,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,11026,Na-26,0,gs,0.009454553312875480831568483382,0.0094545533128754808315684833819999999999999999999999999999999999999999999999999995,0.000000000000000000000000000000000000000000000000000000000000000000000000000000052884571428571428571428571426314859018448979591836734693973838198499644454810496,0.00010867322386165749178851441002859816159492267363167323642068901705930425274829467,14,14,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,12023,Mg-23,0,gs,0.002701300946535851666162423823,0.002701300946535851666162423823,0,0.000031049492531902140511004117146101928853105085094742509204818468977783033011831273,4,4,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_above_side_port,12027,Mg-27,0,gs,0.2437924104248606128711587501,0.24379241042486061287115875010000000000000000000000000000000000000000000000000032,0.0000000000000000000000000000000000000000000000000000000000000000000000000000013125921329639889196675900274533045093701859255223640089170827689099937030066458,0.0028022167010041681811181215732891489041409502819041969388241734192795687710585905,361,361,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,8019,O-19,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,9020,F-20,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,9021,F-21,0,gs,0.001350650473267925833081211912,0.001350650473267925833081211912,0,0.000015524746265951070255502058578798101296237501147396072670350693034579395574877375,2,2,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,9022,F-22,0,gs,0.002025975709901888749621817867,0.002025975709901888749621817867,0,0.000023287119398926605383253087856702878204986334521044472869643122460493335224392586,3,3,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,10023,Ne-23,0,gs,0.01080520378614340666464969529,0.01080520378614340666464969529,0,0.00012419797012760856204401646856141916793368050597887076454750804172838061577147814,16,16,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,10024,Ne-24,0,gs,0.009454553312875480831568483382,0.0094545533128754808315684833819999999999999999999999999999999999999999999999999995,0.000000000000000000000000000000000000000000000000000000000000000000000000000000052884571428571428571428571426314859018448979591836734693973838198499644454810496,0.00010867322386165749178851441002859816159492267363167323642068901705930425274829467,14,14,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,10025,Ne-25,0,gs,0.004051951419803777499243635735,0.0040519514198037774992436357349999999999999999999999999999999999999999999999999999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000024679466666666666666666666666483709553777777777777777777779134099841327407407407,0.000046574238797853210766506175724900030149342586242138581875169162012362428586708648,6,6,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,11022,Na-22,0,gs,0.000007348104896027382412369797294,0.000007348104896027382412369797294,0,0.000000084461129140543057476222101751591686564605533877279348710104510961993009809538389,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,11024,Na-24,0,gs,0.06145459304566540288552967109,0.061454593045665402885529671090000000000000000000000000000000000000000000000000008,0.00000000000000000000000000000000000000000000000000000000000000000000000000000013017741398198497456351672187924688804153363054393461852991877870496366971017446,0.00070637591500845697915764090801842558160254907942544792768137847663700764629389168,91,91,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,11025,Na-25,0,gs,0.07225980031983403206984483727,0.072259800319834032069844837269999999999999999999999999999999999999999999999999958,0.00000000000000000000000000000000000000000000000000000000000000000000000000000058123603738317757009345794395444015820594287710717093196059066478706916552121028,0.00083057392522838225866936013371282439708256813298459789287433790133973098422162307,107,107,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,11026,Na-26,0,gs,0.01283117949604529541427151316,0.012831179496045295414271513159999999999999999999999999999999999999999999999999999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000077935157894736842105263157899220656831468144044321329640147162336611287243038344,0.00014748508952653516742726955645260486735677659210006414582479991546300122540964115,19,19,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,12023,Mg-23,0,gs,0.001350650473267925833081211912,0.001350650473267925833081211912,0,0.000015524746265951070255502058578798101296237501147396072670350693034579395574877375,2,2,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,12027,Mg-27,0,gs,0.397091239140770194925876302,0.3970912391407701949258763020000000000000000000000000000000000000000000000000021,0.0000000000000000000000000000000000000000000000000000000000000000000000000000052884571428571428571428571432174774608357628765792031098399064914811632719171245,0.0045642754021896146551176052206953747424544759357280919396900903644702452573597432,588,588,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,Outer_Al_Mechanical_Shell_detector_bay_side_wall_below_side_port,13026,Al-26,0,gs,0.00000000002681145050816851120499632623,0.00000000002681145050816851120499632623,0,0.00000000000030817815149045754003156760777072829970244560069214941525781583517194140577369388,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,9020,F-20,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,10023,Ne-23,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,10024,Ne-24,0,gs,0.003376626183169814582703029779,0.003376626183169814582703029779,0,0.00003881186566487767563875514643550097950122383566844054553999381549507273079926996,5,5,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,10025,Ne-25,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,11022,Na-22,0,gs,0.00002204431468808214723710939188,0.00002204431468808214723710939188,0,0.00000025338338742162917242866630523178651221507676723173877385854769870322751315276821,3,3,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,11024,Na-24,0,gs,0.01688312995760038540811254701,0.01688312995760038540811254701,0,0.00019405931731001565361473651327524022206646013557877975870018887028827682998216248,25,25,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,11025,Na-25,0,gs,0.0168831309158490729135151489,0.0168831309158490729135151489,0,0.00019405932832438837819377573223497626620296876434245090837938366293224244468596718,25,25,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,11026,Na-26,0,gs,0.001350650473267925833081211912,0.001350650473267925833081211912,0,0.000015524746265951070255502058578798101296237501147396072670350693034579395574877375,2,2,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,12023,Mg-23,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_side_wall_rectcut_window_band,Window,12027,Mg-27,0,gs,0.1141299649911397328953624065,0.11412996499113973289536240649999999999999999999999999999999999999999999999999995,0.00000000000000000000000000000000000000000000000000000000000000000000000000000043809704142011834319526627232365048237806799481810860968369043900025412234045308,0.0013118410594728654365899239491728060402123941461517914279481268675739104052500357,169,169,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,9021,F-21,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,10023,Ne-23,0,gs,0.002025975709901888749621817867,0.002025975709901888749621817867,0,0.000023287119398926605383253087856702878204986334521044472869643122460493335224392586,3,3,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,10024,Ne-24,0,gs,0.004727276656437740415784241691,0.0047272766564377404157842416909999999999999999999999999999999999999999999999999998,0.000000000000000000000000000000000000000000000000000000000000000000000000000000042307657142857142857142857141051887214759183673469387755179070558799715563848397,0.000054336611930828745894257205014299080797461336815836618210344508529652126374147335,7,7,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,10025,Ne-25,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,11022,Na-22,0,gs,0.000007348104896027382412369797294,0.000007348104896027382412369797294,0,0.000000084461129140543057476222101751591686564605533877279348710104510961993009809538389,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,11024,Na-24,0,gs,0.01350650396608030832649003761,0.01350650396608030832649003761,0,0.00015524745384801252289178921064318072513190794286312307923191693041337298026157694,20,20,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,11025,Na-25,0,gs,0.03444158706833210874357090375,0.034441587068332108743570903749999999999999999999999999999999999999999999999999988,0.0000000000000000000000000000000000000000000000000000000000000000000000000000003484159999999999999999999999721267200000000000000000000022298624,0.0003958810297817522915153024936903859406178367760583020362786451698335200383318322,51,51,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,11026,Na-26,0,gs,0.006753252366339629165406059558,0.006753252366339629165406059558,0,0.000077623731329755351277510292871001959002447671336881091079987630990145461598539921,10,10,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,12023,Mg-23,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,12027,Mg-27,0,gs,0.1796365129446341357998011843,0.17963651294463413579980118429999999999999999999999999999999999999999999999999966,0.0000000000000000000000000000000000000000000000000000000000000000000000000000018927109774436090225563909769203213992949290519531912489433644944529797356753294,0.0020647912533714923439817737910261245673570673214038762097001738419645626440103847,266,266,PASS
muminus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,Outer_Al_Mechanical_Shell_detector_bay_top_annulus,13026,Al-26,0,gs,0.00000000005362290101633702240999265248,0.00000000005362290101633702240999265248,0,0.00000000000061635630298091508006313521577134207419228954538529155323329001217139797430585727,2,2,PASS
muminus,Passive_W_Bottom_Plate_detector_bay,Passive_W_Bottom_Plate_detector_bay,74181,W-181,0,gs,0.00005562503659020889835544798375,0.00005562503659020889835544798375,0,0.00000063936939733032890267925468216753950821531515389626173650201040893609209602532474,1,1,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,9020,F-20,0,gs,0.003376626183169814582703029779,0.003376626183169814582703029779,0,0.00003881186566487767563875514643550097950122383566844054553999381549507273079926996,5,5,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,9022,F-22,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,9023,F-23,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,10023,Ne-23,0,gs,0.00810390283960755499848727147,0.0081039028396075549984872714699999999999999999999999999999999999999999999999999997,0.000000000000000000000000000000000000000000000000000000000000000000000000000000037019199999999999999999999999725564330666666666666666666668701149761991111111111,0.000093148477595706421533012351449800060298685172484277163750338324024724857173417296,12,12,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,10024,Ne-24,0,gs,0.01485715520594718416389333103,0.014857155205947184163893331029999999999999999999999999999999999999999999999999999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000067307636363636363636363636355586859837355371900826446281954397649705660105184072,0.00017077220892546177281052264434379056677987267822125752710209178919762183504780417,22,22,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,10025,Ne-25,0,gs,0.002025975709901888749621817867,0.002025975709901888749621817867,0,0.000023287119398926605383253087856702878204986334521044472869643122460493335224392586,3,3,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,11022,Na-22,0,gs,0.00002939241958410952964947918917,0.00002939241958410952964947918917,0,0.0000003378445165621722299048884069374011038222026323088195780251205412997174904106127,4,4,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,11024,Na-24,0,gs,0.02768833313046463206930457709,0.027688333130464632069304577089999999999999999999999999999999999999999999999999988,0.0000000000000000000000000000000000000000000000000000000000000000000000000000004333955367936816836078056715363672153530087616099380706235537831355415880529107,0.00031825728038842567192816788169783061225702715226888113299865907788796914908803623,41,41,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,11025,Na-25,0,gs,0.02971431041189436832778666206,0.029714310411894368327786662059999999999999999999999999999999999999999999999999997,0.00000000000000000000000000000000000000000000000000000000000000000000000000000010096145454545454545454545453338028975603305785123966942293159647455849015777611,0.00034154441785092354562104528868758113355974535644251505420418357839524367009560834,44,44,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,11026,Na-26,0,gs,0.005402601893071703332324847647,0.005402601893071703332324847647,0,0.000062098985063804281022008234303698131445580087389534654545519855046941824161586022,8,8,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,12023,Mg-23,0,gs,0.002025975709901888749621817867,0.002025975709901888749621817867,0,0.000023287119398926605383253087856702878204986334521044472869643122460493335224392586,3,3,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,12027,Mg-27,0,gs,0.2350131823486190949561308726,0.23501318234861909495613087260000000000000000000000000000000000000000000000000004,0.00000000000000000000000000000000000000000000000000000000000000000000000000000017020321839080459770114942530782140030968423834059981503747193223401775724636031,0.0027013058502754862244573581916993735364807724860425486646833238839757481138913973,348,348,PASS
muminus,Plate_300K_Top_Service_Lid,Plate_300K_Top_Service_Lid,13026,Al-26,0,gs,0.00000000002681145050816851120499632623,0.00000000002681145050816851120499632623,0,0.00000000000030817815149045754003156760777072829970244560069214941525781583517194140577369388,1,1,PASS
muminus,Shield_4K_Al_side_window_bottom_cap,Window,11024,Na-24,0,gs,0.0006753251983040154163245018801,0.0006753251983040154163245018801,0,0.0000077623726924006261445894605275613267608474302631362995072426796841183457579094566,1,1,PASS
muminus,Shield_4K_Al_side_window_side_wall_above_side_port,Window,11024,Na-24,0,gs,0.0006753251983040154163245018801,0.0006753251983040154163245018801,0,0.0000077623726924006261445894605275613267608474302631362995072426796841183457579094566,1,1,PASS
muminus,Shield_4K_Al_side_window_side_wall_above_side_port,Window,12027,Mg-27,0,gs,0.003376626183169814582703029779,0.003376626183169814582703029779,0,0.00003881186566487767563875514643550097950122383566844054553999381549507273079926996,5,5,PASS
muminus,Shield_4K_Al_side_window_side_wall_above_side_port,Window,13026,Al-26,0,gs,0.00000000002681145050816851120499632623,0.00000000002681145050816851120499632623,0,0.00000000000030817815149045754003156760777072829970244560069214941525781583517194140577369388,1,1,PASS
muminus,Shield_60K_Al_side_window_side_wall_above_side_port,Window,10023,Ne-23,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Shield_60K_Al_side_window_side_wall_above_side_port,Window,11024,Na-24,0,gs,0.00270130079321606166529800752,0.00270130079321606166529800752,0,0.000031049490769602504578357842105647597547641754172525343574617551899923079776468436,4,4,PASS
muminus,Shield_60K_Al_side_window_side_wall_above_side_port,Window,11025,Na-25,0,gs,0.001350650473267925833081211912,0.001350650473267925833081211912,0,0.000015524746265951070255502058578798101296237501147396072670350693034579395574877375,2,2,PASS
muminus,Shield_60K_Al_side_window_side_wall_above_side_port,Window,12027,Mg-27,0,gs,0.004727276656437740415784241691,0.0047272766564377404157842416909999999999999999999999999999999999999999999999999998,0.000000000000000000000000000000000000000000000000000000000000000000000000000000042307657142857142857142857141051887214759183673469387755179070558799715563848397,0.000054336611930828745894257205014299080797461336815836618210344508529652126374147335,7,7,PASS
muminus,Shield_60K_Al_side_window_side_wall_above_side_port,Window,13026,Al-26,0,gs,0.00000000005362290101633702240999265248,0.00000000005362290101633702240999265248,0,0.00000000000061635630298091508006313521577134207419228954538529155323329001217139797430585727,2,2,PASS
muminus,Shield_60K_Al_side_window_side_wall_below_side_port,Window,11024,Na-24,0,gs,0.0006753251983040154163245018801,0.0006753251983040154163245018801,0,0.0000077623726924006261445894605275613267608474302631362995072426796841183457579094566,1,1,PASS
muminus,Still_Shield_Al_side_window_side_wall_above_side_port,Window,12027,Mg-27,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Still_Shield_Al_side_window_side_wall_above_side_port,Window,13026,Al-26,0,gs,0.00000000005362290101633702240999265248,0.00000000005362290101633702240999265248,0,0.00000000000061635630298091508006313521577134207419228954538529155323329001217139797430585727,2,2,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,8015,O-15,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,9020,F-20,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,9022,F-22,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,10023,Ne-23,0,gs,0.01485715520594718416389333103,0.014857155205947184163893331029999999999999999999999999999999999999999999999999999,0.000000000000000000000000000000000000000000000000000000000000000000000000000000067307636363636363636363636355586859837355371900826446281954397649705660105184072,0.00017077220892546177281052264434379056677987267822125752710209178919762183504780417,22,22,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,10024,Ne-24,0,gs,0.02093508233565285041275878463,0.020935082335652850412758784630000000000000000000000000000000000000000000000000006,0.00000000000000000000000000000000000000000000000000000000000000000000000000000028660025806451612903225806452541266177864724245577523413141414124037569080594811,0.00024063356712224158896028190790240492765546176458434130957513823948772608258305845,31,31,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,10025,Ne-25,0,gs,0.005402601893071703332324847647,0.005402601893071703332324847647,0,0.000062098985063804281022008234303698131445580087389534654545519855046941824161586022,8,8,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11022,Na-22,0,gs,0.00007348104896027382412369797294,0.00007348104896027382412369797294,0,0.00000084461129140543057476222101751591686564605533877279348710104510961993009809538389,10,10,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11024,Na-24,0,gs,0.08441564978800192704056273501,0.08441564978800192704056273501,0,0.00097029658655007826807368256591643016075750398989191334806562766778635382439387338,125,125,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11025,Na-25,0,gs,0.09454553312875480831568483382,0.094545533128754808315684833819999999999999999999999999999999999999999999999999982,0.00000000000000000000000000000000000000000000000000000000000000000000000000000019038445714285714285714285713473349246641632653061224489830581751459872003731778,0.0010867322386165749178851441002859816159492267363167323642068901705930425274829467,140,140,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11026,Na-26,0,gs,0.02093508233565285041275878463,0.020935082335652850412758784630000000000000000000000000000000000000000000000000006,0.00000000000000000000000000000000000000000000000000000000000000000000000000000028660025806451612903225806452541266177864724245577523413141414124037569080594811,0.00024063356712224158896028190790240492765546176458434130957513823948772608258305845,31,31,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12023,Mg-23,0,gs,0.002025975709901888749621817867,0.002025975709901888749621817867,0,0.000023287119398926605383253087856702878204986334521044472869643122460493335224392586,3,3,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12027,Mg-27,0,gs,0.6483122271686043998789817176,0.64831222716860439987898171759999999999999999999999999999999999999999999999999725,0.0000000000000000000000000000000000000000000000000000000000000000000000000000042417833333333333333333333333018875795555555555555555555557886734102281481481481,0.0074518782076565137226409881159840048238948137987421731000270659219779885738733836,960,960,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13026,Al-26,0,gs,0.00000000005362290101633702240999265248,0.00000000005362290101633702240999265248,0,0.00000000000061635630298091508006313521577134207419228954538529155323329001217139797430585727,2,2,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13028,Al-28,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_rectcut_window_band,Window,12027,Mg-27,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,W_Multihole_Collimator_HBar,W_Multihole_Collimator_HBar,72184,Hf-184,0,gs,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,0.0000077623731329755351277510292871001959002447671336881091079987630990145461598539921,1,1,PASS
muminus,W_Multihole_Collimator_HBar,W_Multihole_Collimator_HBar,73176,Ta-176,0,gs,0.002701300946535743073864373082,0.002701300946535743073864373082,0,0.000031049492531900892321404334682777296368434378009929442400164646169236154924044978,4,4,PASS
