source_name,VN,ZA,nuclide,old_flux_Bq,new_flux_Bq,removed
S_CsI_Active_Shield_Bottom00_55134_z005,CsI_Active_Shield_Bottom00,55134,Cs-134,0.249206787,0.24917753159162156,False
S_CsI_Active_Shield_Bottom03_55134_z000,CsI_Active_Shield_Bottom03,55134,Cs-134,0.249206787,0.24917753159162156,False
S_CsI_Active_Shield_Bottom03_55134_z009,CsI_Active_Shield_Bottom03,55134,Cs-134,0.249206787,0.24917753159162156,False
