job_name,particle,mode,events,rep,part,seed,source,temp_source,sim_path,dat_path,log
Background_gamma_fullsphere20_rep01_part01,gamma,buildup,1000,1,1,1007922,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_gamma_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_gamma_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_gamma_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_gamma_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_gamma_fullsphere20_rep01_part01.log
Background_alpha_fullsphere20_rep01_part01,alpha,buildup,2,1,1,1015841,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_alpha_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_alpha_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_alpha_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_alpha_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_alpha_fullsphere20_rep01_part01.log
Background_eminus_fullsphere20_rep01_part01,eminus,buildup,41,1,1,1023760,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_eminus_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_eminus_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_eminus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_eminus_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_eminus_fullsphere20_rep01_part01.log
Background_eplus_fullsphere20_rep01_part01,eplus,buildup,24,1,1,1031679,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_eplus_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_eplus_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_eplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_eplus_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_eplus_fullsphere20_rep01_part01.log
Background_muminus_fullsphere20_rep01_part01,muminus,buildup,1,1,1,1039598,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_muminus_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_muminus_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_muminus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_muminus_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_muminus_fullsphere20_rep01_part01.log
Background_muplus_fullsphere20_rep01_part01,muplus,buildup,1,1,1,1047517,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_muplus_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_muplus_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_muplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_muplus_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_muplus_fullsphere20_rep01_part01.log
Background_n_fullsphere20_rep01_part01,n,buildup,96,1,1,1055436,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_n_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_n_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_n_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_n_fullsphere20_rep01_part01.log
Background_p_fullsphere20_rep01_part01,p,buildup,23,1,1,1063355,/home/ubuntu/codex_tes_511_sim/new_geo_re/config/megalib_sources_fullsphere20/Background_p_fullsphere20.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/job_sources/Background_p_fullsphere20_rep01_part01.source,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_p_fullsphere20_rep01_part01.inc1.id1.sim.gz,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/Background_p_fullsphere20_rep01_part01.dat.inc1.dat,/home/ubuntu/codex_tes_511_sim/new_geo_re/runs/step02_buildup_smoke1k/logs/Background_p_fullsphere20_rep01_part01.log
