event_index,event_key,source_family,stream,local_id,source_file_basename,tes_total_keV,init_energy_keV,init_x_cm,init_y_cm,init_z_cm,dir_x,dir_y,dir_z,theta_local_deg,phi_local_deg,entry_class,entry_surface_proxy,entry_region_proxy,entry_phi_deg_local,xz_init_quadrant,first_hit_volume,first_hit_category,tes_x_cm,tes_y_cm,tes_z_cm,path_length_init_to_tes_cm,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,computed_veto_layer,final_pass_flag
203,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::516512,atm511,atm511_replay,516512,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00007000000005,511.0,63.89277,7.49515,-7.45587,-0.99552,-0.09361,0.01357,133.9747312135209,187.47406319720557,top,top,top_phi00_000deg,10.29781597378892,right_lower,TP_L5_00339,tes,-2.3657389840947967,1.2615549329211637,-6.551095879300681,66.55724105208363,0.0,0.0,single,True,final_pass,True
204,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::544766,atm511,atm511_replay,544766,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999972,511.0,-51.76321,-21.15838,12.95316,0.88649,0.36519,-0.28421,64.79390708281036,23.80477005988949,side_wall,side,side_phi05_225deg,205.62884264924216,left_upper,TP_L2_00037,tes,-3.3552379428967742,-1.2201553171796962,-2.566252863847654,54.605098093698835,0.0,0.0,single,True,final_pass,True
205,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::545112,atm511,atm511_replay,545112,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001000000003,511.0,1.70069,-43.72866,-37.95612,-0.12183,0.75877,0.63987,68.51189133161554,125.36855297885884,side_wall,side,side_phi07_315deg,300.34056261166535,right_lower,TP_L0_00192,tes,-5.328156099378002,-0.058071093231681144,-1.1090564886098533,57.56935905814061,0.0,0.0,single,True,final_pass,True
206,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::611443,atm511,atm511_replay,611443,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000300000001,511.0,57.65226,-24.30758,-13.10947,-0.92442,0.36385,0.1143,124.94852698694154,153.64708337108945,top,top,top_phi07_315deg,334.7875037923475,right_lower,TP_L5_00047,tes,-1.3739762667901405,-1.074728724273382,-5.8106127795873705,63.85244915386514,0.0,0.0,single,True,final_pass,True
207,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::649803,atm511,atm511_replay,649803,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00010000000003,511.0,17.50596,40.96577,-39.09159,-0.36965,-0.71176,0.59729,80.73703580151287,226.15070308182717,side_wall,side,side_phi01_045deg,45.161300184728326,right_lower,TP_L4_00339,tes,-3.002082807891622,1.2227936012069665,-5.880004276894663,55.705416425052505,0.0,0.0,veto,False,compton_fov_veto,False
208,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::673641,atm511,atm511_replay,673641,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999569330004,511.0,14.66193,0.26659,-55.49117,-0.32786,0.0024,0.94472,64.13913628196019,179.84718613904337,side_wall,side,side_phi00_000deg,0.6663847337232147,right_lower,TP_L5_00245,tes,-2.337638292011665,0.3878639960730751,-6.533688498998986,51.82504244491989,0.0,0.0,keep,True,final_pass,True
209,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::699374,atm511,atm511_replay,699374,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998,511.0,3.77834,54.32983,-23.40856,-0.10436,-0.94212,0.31862,81.28586302315611,252.38707343211894,side_wall,side,side_phi02_090deg,68.51619834847507,right_lower,TP_L4_00125,tes,-2.295963160548754,-0.4914891443272698,-4.868012628953234,58.189570271900664,0.0,0.0,single,True,final_pass,True
210,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::731662,atm511,atm511_replay,731662,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,511.0,63.3101,10.01635,-7.33988,-0.98786,-0.15215,0.03127,132.56397640990104,191.92197249331056,top,top,top_phi00_000deg,10.088565928542849,right_lower,TP_L4_00163,tes,-2.7993846917915457,-0.14571297332593738,-5.264526940795696,66.91814836356735,0.0,0.0,keep,True,final_pass,True
211,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::768726,atm511,atm511_replay,768726,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,511.0,36.61567,48.2664,21.7397,-0.60345,-0.71606,-0.35088,132.43936923459398,255.9954688484987,top,top,top_phi02_090deg,82.6313458850807,right_upper,TP_L1_00105,tes,-4.6384793865135014,-0.6833395053598825,-2.245568522085323,68.3613556428184,0.0,0.0,single,True,final_pass,True
212,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::794820,atm511,atm511_replay,794820,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997699999994,511.0,8.71659,31.96906,-47.4689,-0.25108,-0.55728,0.79145,67.53616558435178,217.0878905543449,side_wall,side,side_phi01_045deg,40.259971745333175,right_lower,TP_L1_00269,tes,-5.4222994680354475,0.5902561501974013,-2.903105714406682,56.308503325337384,0.0,0.0,single,True,final_pass,True
213,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::795958,atm511,atm511_replay,795958,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998000000005,511.0,-29.25365,49.22138,17.44534,0.42563,-0.8361,-0.34608,86.77538333568653,303.1305097237012,side_wall,side,side_phi03_135deg,124.67296456837677,left_upper,TP_L0_00369,tes,-6.018603123378165,1.5700439269544004,-1.777531713665625,56.391808180135506,0.0,0.0,single,True,final_pass,True
214,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::811824,atm511,atm511_replay,811824,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999600000001,511.0,63.46857,-1.97555,-10.7615,-0.99618,0.04262,0.07624,130.578906240245,176.78315965260288,top,top,top_phi00_000deg,359.87860080540815,right_lower,TP_L4_00306,tes,-3.037204375739071,0.8061899918465982,-5.691814071864722,66.7567061658144,0.0,0.0,keep,True,final_pass,True
215,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::816609,atm511,atm511_replay,816609,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002,511.0,42.55973,-16.46268,-40.08939,-0.74173,0.28386,0.60767,95.43949825885623,163.43256410753227,side_wall,side,side_phi00_000deg,345.25045321370607,right_lower,TP_L5_00197,tes,-0.6008272134991208,0.09977005809209909,-4.703689894423271,58.21766246482539,0.0,0.0,keep,True,final_pass,True
216,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::822472,atm511,atm511_replay,822472,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998000000005,511.0,1.90007,23.3227,-51.5205,-0.1002,-0.43658,0.89407,55.850793841492106,211.839269877089,bottom,bottom,bottom_phi01_045deg,31.601633918608734,right_lower,TP_L4_00305,tes,-3.231857000919581,0.9751093840295073,-5.7551528106084815,51.188069747230415,0.0,0.0,single,True,final_pass,True
217,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::830875,atm511,atm511_replay,830875,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997,511.0,12.6869,48.84273,-31.66632,-0.32111,-0.80366,0.50101,82.69165839028685,234.11994252660475,side_wall,side,side_phi01_045deg,60.73691017724155,right_lower,TP_L0_00355,tes,-6.266844835384706,1.4063137136437796,-2.094377496450714,59.025060921701545,0.0,0.0,single,True,final_pass,True
218,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::861508,atm511,atm511_replay,861508,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998999999997,511.0,-7.71183,40.61104,-39.21685,0.05589,-0.7438,0.66606,59.303110509418865,239.88330738950563,side_wall,side,side_phi01_045deg,62.157310431342296,left_lower,TP_L2_00340,tes,-4.74973925735071,1.186595426117934,-3.912821582454415,53.00410582241393,0.0,0.0,single,True,final_pass,True
219,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::863029,atm511,atm511_replay,863029,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999900000006,511.0,10.55984,-1.71608,-55.60723,-0.21781,0.02396,0.9757,57.594515558042666,178.37377086431036,side_wall,side,side_phi00_000deg,357.5777569788998,right_lower,TP_L5_00132,tes,-0.7502923823944436,-0.46729205695103965,-4.948276478841376,51.921172345132014,0.0,0.0,keep,True,final_pass,True
220,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::868864,atm511,atm511_replay,868864,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999700000001,511.0,-37.07162,-8.43944,48.26835,0.54246,0.15768,-0.82515,101.53065409917845,9.26076443389323,side_window,side,side_neg_x_window_axis_pm15deg,186.42218252681752,left_upper,TP_L0_00320,tes,-4.909840907661835,0.9048372385438025,-0.655232723143872,59.28922750351391,0.0,0.0,single,True,final_pass,True
221,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::873473,atm511,atm511_replay,873473,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99996000000004,511.0,47.10974,-17.85194,-35.26867,-0.80693,0.29541,0.51147,102.05914419473685,162.4177024478608,side_wall,side,side_phi00_000deg,343.60481894460855,right_lower,TP_L4_00194,tes,-1.6315196709066473,-0.0070997729438739485,-4.374346062710299,60.40370823532362,0.0,0.0,single,True,final_pass,True
222,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::912785,atm511,atm511_replay,912785,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001000000003,511.0,38.46791,50.43491,3.89687,-0.65324,-0.75072,-0.09843,122.10775401135301,242.40941237458918,top,top,top_phi01_045deg,67.11986373251416,right_upper,TP_L1_00229,tes,-5.125549270735121,0.335283963572441,-2.671409681390084,66.73458262514342,0.0,0.0,single,True,final_pass,True
223,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::930145,atm511,atm511_replay,930145,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997,511.0,37.50967,-26.94194,-39.6731,-0.69165,0.43798,0.57428,94.76062258894049,153.92831079860383,side_wall,side,side_phi07_315deg,333.4881015241886,right_lower,TP_L4_00274,tes,-2.3421431694005967,0.5299606639828257,-4.763183982195948,59.67892907342325,0.0,0.0,keep,True,final_pass,True
224,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::940993,atm511,atm511_replay,940993,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999399999996,511.0,-1.69913,40.76029,-40.1896,-0.03733,-0.73204,0.68024,62.96044948406906,235.27302353858457,side_wall,side,side_phi01_045deg,57.02067576543281,left_lower,TP_L2_00276,tes,-3.7422922373221796,0.687692773550201,-2.9544689454468447,54.7397711454025,0.0,0.0,single,True,final_pass,True
225,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1001845,atm511,atm511_replay,1001845,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999995,511.0,46.15137,-2.88273,-39.97396,-0.80323,0.05011,0.59356,98.52603855060894,177.0955848110576,side_wall,side,side_phi00_000deg,357.52019368952875,right_lower,TP_L5_00194,tes,-0.910528123046864,0.05340614378966578,-5.196490885891192,58.591087277688416,0.0,0.0,single,True,final_pass,True
226,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1007666,atm511,atm511_replay,1007666,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,511.0,44.8034,-30.0658,-30.42328,-0.77031,0.49273,0.40477,104.97964835730116,149.33195061255796,side_wall,side,side_phi07_315deg,331.94350563832194,right_lower,TP_L5_00143,tes,-1.7532857090921716,-0.28602989484769076,-5.959433452325635,60.438725000111226,0.0,0.0,single,True,final_pass,True
227,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1010831,atm511,atm511_replay,1010831,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99994000000004,511.0,50.74328,-6.69671,-34.66985,-0.86071,0.11565,0.49579,104.95360731478233,173.1250090664272,side_wall,side,side_phi00_000deg,354.31840477302757,right_lower,TP_L1_00292,tes,-5.069338853121038,0.8093124506894814,-2.6594532679571348,64.77695805776,0.0,0.0,keep,True,final_pass,True
228,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1061416,atm511,atm511_replay,1061416,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,511.0,-45.91945,16.0712,36.10643,0.66818,-0.28807,-0.68597,90.72076591140349,343.2562228601364,side_window,side,side_neg_x_window_axis_pm15deg,165.96765743115878,left_upper,TP_L3_00058,tes,-3.8752150374925636,-0.9873617676545595,-4.769335867429256,61.06996363526273,0.0,0.0,single,True,final_pass,True
229,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1136352,atm511,atm511_replay,1136352,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,511.0,12.25042,43.57296,-37.64502,-0.24537,-0.79007,0.56177,77.07189124408734,234.15624433842933,side_wall,side,side_phi01_045deg,47.80914580456158,right_lower,TP_L5_00030,tes,-1.6728125308806263,-1.2579297398590998,-5.76833096776321,56.74317917278078,0.0,0.0,single,True,final_pass,True
230,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1161529,atm511,atm511_replay,1161529,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999978,511.0,-14.77278,7.23536,61.4912,0.18147,-0.12553,-0.97535,124.14982274014471,351.2754218687733,top,top,top_phi04_180deg,174.7264268137569,left_upper,TP_L3_00052,tes,-2.598644615515346,-1.1102131720877255,-3.532629770750953,66.67800688372463,0.0,0.0,single,True,final_pass,True
231,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1179235,atm511,atm511_replay,1179235,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999697699997,511.0,-29.36791,47.50672,-13.06193,0.43524,-0.876,0.20783,62.95318051073069,280.40171266389325,side_wall,side,side_phi02_090deg,106.08581016428224,left_lower,TP_L0_00354,tes,-6.429201256127397,1.3508505750741884,-2.1305143663510506,52.68818168206798,0.0,0.0,keep,True,final_pass,True
232,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1186812,atm511,atm511_replay,1186812,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999700000001,511.0,16.7548,22.09064,-51.29199,-0.39186,-0.34992,0.85088,71.0600528096948,201.71254824301215,side_wall,side,side_phi01_045deg,27.312810529975028,right_lower,TP_L0_00344,tes,-6.013841614007237,1.2562114063710024,-1.7494442995232464,58.36906963670018,0.0,0.0,single,True,final_pass,True
233,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1250347,atm511,atm511_replay,1250347,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000032,511.0,13.58136,-0.11261,-55.54326,-0.29952,-0.00168,0.95409,62.42881809252804,180.10858852754657,side_wall,side,side_phi00_000deg,359.6870898885414,right_lower,TP_L3_00170,tes,-2.7220422668574673,-0.210948461562501,-3.7200373139425205,54.327313623045065,0.0,0.0,single,True,final_pass,True
234,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1263755,atm511,atm511_replay,1263755,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000049,511.0,22.47739,33.97817,-42.81285,-0.4258,-0.60969,0.66856,80.11581143627399,218.23411062488245,side_wall,side,side_phi01_045deg,34.365666138570646,right_lower,TP_L4_00068,tes,-1.9202201694082253,-0.9561320729805849,-4.504737571321125,57.29886841075457,0.0,0.0,single,True,final_pass,True
235,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1265679,atm511,atm511_replay,1265679,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99995000000007,511.0,53.61933,28.75614,-16.97614,-0.8757,-0.43686,0.20568,118.27964316863262,209.7401642860933,top,top,top_phi01_045deg,30.23581163976622,right_lower,TP_L3_00255,tes,-2.9767426355621955,0.5231141116117721,-3.682554662966601,64.62923951043538,0.0,0.0,single,True,final_pass,True
236,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1286765,atm511,atm511_replay,1286765,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002830000005,511.0,16.0976,-41.87724,-38.12831,-0.32007,0.73218,0.60122,78.53301283816207,131.66079404375523,side_wall,side,side_phi07_315deg,313.3235608283591,right_lower,TP_L3_00280,tes,-2.4475958756063974,0.5766861767585014,-3.273615720243975,57.97507957063558,0.0,0.0,keep,True,final_pass,True
237,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1300469,atm511,atm511_replay,1300469,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000265400001,511.0,-6.33307,-36.64446,-42.366,0.09309,0.68045,0.72686,54.564140730274744,123.36882359693305,side_wall,side,side_phi07_315deg,305.6764858551809,left_lower,TP_L4_00091,tes,-1.447870821171522,-0.7875270773722938,-4.150243799914282,52.631063371159804,0.0,0.0,single,True,final_pass,True
238,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1353472,atm511,atm511_replay,1353472,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998999999997,511.0,22.58182,24.83285,-48.35504,-0.45017,-0.46172,0.76431,77.16585345917564,208.26489895242258,side_wall,side,side_phi01_045deg,24.3987059198102,right_lower,TP_L4_00027,tes,-3.092975233988047,-0.6958553623894962,-4.768360942862484,56.6631140956515,0.0,0.0,veto,False,compton_fov_veto,False
239,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1405553,atm511,atm511_replay,1405553,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999986,511.0,43.65686,8.96728,-41.79008,-0.77892,-0.16165,0.60593,97.02616019179916,189.3737096512028,side_wall,side,side_phi00_000deg,7.333466441882825,right_lower,TP_L4_00098,tes,-2.886903840341679,-0.6927794216057774,-5.583990012405127,59.753825422681274,0.0,0.0,keep,True,final_pass,True
240,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1415502,atm511,atm511_replay,1415502,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99991600000004,511.0,-25.02871,-52.3945,14.89849,0.33562,0.90236,-0.27038,87.35591256761968,64.598203190429,side_wall,side,side_phi05_225deg,238.36764819988292,left_upper,TP_L0_00257,tes,-5.366708240472157,0.45555457463969246,-0.9356513906360762,58.56998049609309,0.0,0.0,single,True,final_pass,True
241,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1462904,atm511,atm511_replay,1462904,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000028,511.0,6.61724,-12.38418,-54.93277,-0.17822,0.25804,0.94956,56.946856680911054,162.06961208780507,side_wall,side,side_phi00_000deg,345.39046668994814,right_lower,TP_L3_00373,tes,-2.9569747854471706,1.473949733098144,-3.9232951432529437,53.71852449219323,0.0,0.0,keep,True,final_pass,True
242,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1479046,atm511,atm511_replay,1479046,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00003000000004,511.0,-14.38388,-37.51546,-39.07315,0.22816,0.70592,0.67053,50.544939451187155,113.89878841643618,bottom,bottom,bottom_phi07_315deg,295.71031071338336,left_lower,TP_L3_00261,tes,-2.2840089055550936,0.6381001072181034,-3.2552614628243366,53.71240237243934,0.0,0.0,keep,True,final_pass,True
243,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1524649,atm511,atm511_replay,1524649,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000011,511.0,8.59279,57.47228,-15.70903,-0.16172,-0.97147,0.17346,89.52435640218877,256.2894681032701,side_wall,side,side_phi02_090deg,69.96704050027317,right_lower,TP_L4_00022,tes,-1.5954720626102612,-1.4182766157198599,-4.345558773298399,60.83606513151393,0.0,0.0,single,True,final_pass,True
244,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1527851,atm511,atm511_replay,1527851,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998,511.0,-28.45122,47.3686,-15.33303,0.41041,-0.87766,0.24753,62.27456132282535,277.47609024653707,side_wall,side,side_phi02_090deg,103.71881455493248,left_lower,TP_L0_00205,tes,-6.385799357092264,0.18047495952255807,-2.026074370291482,53.76501651739005,0.0,0.0,single,True,final_pass,True
245,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1545992,atm511,atm511_replay,1545992,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,511.0,7.48417,27.5803,-49.60278,-0.18254,-0.524,0.83193,62.66533709302801,216.14730241211552,side_wall,side,side_phi01_045deg,32.98400629181468,right_lower,TP_L5_00206,tes,-2.0518964119117418,0.2792591353062231,-6.158421184889628,52.18903819543075,0.0,0.0,keep,True,final_pass,True
246,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1633187,atm511,atm511_replay,1633187,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99995000000007,511.0,9.94956,-23.30949,-51.45774,-0.23829,0.43942,0.8661,63.64519984738887,150.63379960649465,side_wall,side,side_phi07_315deg,332.64504837422913,right_lower,TP_L3_00294,tes,-3.1065580935448818,0.7444268607810117,-4.022784264346503,54.76429641346049,0.0,0.0,single,True,final_pass,True
247,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1698567,atm511,atm511_replay,1698567,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00002,511.0,-55.454,1.72351,-3.36977,0.9997,-0.02412,0.0041,44.78182198837536,358.037723516867,bottom,bottom,bottom_phi04_180deg,176.64717942107112,left_lower,TP_L2_00372,tes,-4.0397077008285835,1.382167895470963,-3.0548637602913598,51.416389731259514,0.0,0.0,keep,True,final_pass,True
248,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1718264,atm511,atm511_replay,1718264,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,511.0,-29.88933,-6.81358,-44.67534,0.47691,0.14885,0.86626,18.23852375016873,151.6017161188318,bottom,bottom,bottom_phi07_315deg,311.82581767700003,left_lower,TP_L0_00244,tes,-6.407603154053267,0.7289799196726614,-2.229720763713385,49.0908575822559,0.0,0.0,keep,True,final_pass,True
249,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1725543,atm511,atm511_replay,1725543,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000427914599,511.0,14.70929,-47.53655,-32.63214,-0.2783,0.84327,0.45982,82.6254735579039,121.75483163683919,side_wall,side,side_phi07_315deg,308.85100354333235,right_lower,TP_L5_00360,tes,-1.5037280583385009,1.4724418475267826,-5.852283695290529,58.15413949300466,0.0,0.0,keep,True,final_pass,True
250,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1732885,atm511,atm511_replay,1732885,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999506441014,511.0,-25.74289,47.38592,-18.20564,0.429,-0.85971,0.27721,60.04174056135359,277.11635355771654,side_wall,side,side_phi02_090deg,95.92146212383514,left_lower,TP_L3_00301,tes,-2.5131516486841727,0.8303867488059272,-3.1908618910232613,54.152395901155074,0.0,0.0,keep,True,final_pass,True
251,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1768296,atm511,atm511_replay,1768296,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001000000015,511.0,31.58405,38.82707,-34.32893,-0.5961,-0.62317,0.50628,93.64144768094481,218.64051748725208,side_wall,side,side_phi01_045deg,41.154501534703066,right_lower,TP_L2_00342,tes,-4.291980116853767,0.8911629394739167,-3.5872686862652587,60.59102509265417,0.0,0.0,keep,True,final_pass,True
252,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1897913,atm511,atm511_replay,1897913,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004000000007,511.0,59.69004,-6.84119,-20.60716,-0.96346,0.12231,0.23828,120.84929422814007,171.80938461785348,top,top,top_phi00_000deg,354.9787040210941,right_lower,TP_L5_00313,tes,-1.3502550925516363,0.9389556260833324,-5.777694819237254,63.29582394199717,0.0,0.0,single,True,final_pass,True
253,atm511::Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz::1900617,atm511,atm511_replay,1900617,Atm511SidecarS1Nominal3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99988,511.0,3.66105,-52.47155,-24.9041,0.02054,0.90438,0.42622,71.58431214338223,107.59843685643635,side_wall,side,side_phi07_315deg,294.575031254369,right_lower,TP_L4_00084,tes,-4.460837361817776,0.7991543278584723,-2.9821467666017067,58.17477999504147,0.0,0.0,veto,False,compton_fov_veto,False
