probe,day_mid,altitude_km,latitude_deg,longitude_deg,particle,angle_bin,direction,energy_bin,energy_MeV,flux_proxy
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,51,719.685673001,4.152387064022353e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,52,896.150501947,3.2721735707215983e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,53,1115.88399251,2.6172592327181826e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,54,1389.49549437,2.124902589539625e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,55,1730.19573885,1.741130246190332e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,56,2154.43469003,1.4268347986583147e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,57,2682.69579528,1.161380003832332e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,58,3340.48498351,9.343857898534406e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,59,4159.56216307,7.425247014587881e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,60,5179.47467923,5.831381610642927e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,61,6449.46677104,4.5112502100197865e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,62,8030.85722139,3.442117991023913e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,1,down,63,10000.0,2.5983857909912385e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,0,0.01,0.03382419802821778
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,1,0.0124519708474,0.027970777578548822
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,2,0.0155051577983,0.023188588243087598
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,3,0.0193069772888,0.019279148661052493
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,4,0.0240409918351,0.016080238686789018
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,5,0.0299357729472,0.01345929254012019
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,6,0.0372759372031,0.01130803815129288
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,7,0.0464158883361,0.00953815461486162
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,8,0.0577969288415,0.008077756361847285
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,9,0.0719685673001,0.006868525365491253
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,10,0.0896150501947,0.005863325199476762
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,11,0.111588399251,0.0050241598061224095
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,12,0.138949549437,0.004320388458069923
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,13,0.173019573885,0.0037271691410205874
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,14,0.215443469003,0.0032241554956085484
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,15,0.268269579528,0.0027944893567031686
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,16,0.334048498351,0.00242410016176649
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,17,0.415956216307,0.0021012684556263087
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,18,0.517947467923,0.0018163743535008125
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,19,0.644946677104,0.0015617518174379436
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,20,0.803085722139,0.0013315919058488363
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,21,1.0,0.0011218584726451534
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,22,1.24519708474,0.0009301855612145222
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,23,1.55051577983,0.0007557194470959843
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,24,1.93069772888,0.0005988603787610135
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,25,2.40409918351,0.00046086196554541783
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,26,2.99357729472,0.0003432715196722162
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,27,3.72759372031,0.00024725024578833756
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,28,4.64158883361,0.00017289444388360472
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,29,5.77969288415,0.00011876069831765418
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,30,7.19685673001,8.18202520658193e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,31,8.96150501947,5.7958774559793965e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,32,11.1588399251,4.288388708473334e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,33,13.8949549437,3.303550065305977e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,34,17.3019573885,2.6058464515458677e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,35,21.5443469003,2.0703583355921513e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,36,26.8269579528,1.6414663782208566e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,37,33.4048498351,1.2944939716892239e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,38,41.5956216307,1.0139710061460095e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,39,51.7947467923,8.176065560393293e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,40,64.4946677104,6.570188360384323e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,41,80.3085722139,5.188658812935434e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,42,100.0,4.017024467709144e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,43,124.519708474,3.0480813492163768e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,44,155.051577983,2.2785327056829985e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,45,193.069772888,1.8754511045544768e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,46,240.409918351,1.5534094090514606e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,47,299.357729472,1.262959094213869e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,48,372.759372031,1.0089212418886975e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,49,464.158883361,8.002652345737032e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,50,577.969288415,6.335846820276046e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,51,719.685673001,5.008711311069508e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,52,896.150501947,3.9811400680917066e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,53,1115.88399251,3.196146129506572e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,54,1389.49549437,2.591025987492558e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,55,1730.19573885,2.1133282314316495e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,56,2154.43469003,1.7222058889351447e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,57,2682.69579528,1.3944847943796088e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,58,3340.48498351,1.1171461018043246e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,59,4159.56216307,8.84931656471888e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,60,5179.47467923,6.934826912933026e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,61,6449.46677104,5.358624730760434e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,62,8030.85722139,4.0872676434837414e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,2,down,63,10000.0,3.0864050528319047e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,0,0.01,0.036303190541646616
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,1,0.0124519708474,0.030065118714453977
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,2,0.0155051577983,0.024964265165838426
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,3,0.0193069772888,0.020790814788073667
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,4,0.0240409918351,0.017373127143047583
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,5,0.0299357729472,0.014570796420008218
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,6,0.0372759372031,0.01226901600048033
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,7,0.0464158883361,0.01037400851839504
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,8,0.0577969288415,0.008809322003655673
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,9,0.0719685673001,0.007512807844551883
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,10,0.0896150501947,0.006434111254645325
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,11,0.111588399251,0.005532535487343209
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,12,0.138949549437,0.004775188249586332
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,13,0.173019573885,0.004135374943968774
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,14,0.215443469003,0.0035912521562524178
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,15,0.268269579528,0.003124773060701281
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,16,0.334048498351,0.0027209333817672186
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,17,0.415956216307,0.002367281367192333
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,18,0.517947467923,0.002053622557455106
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,19,0.644946677104,0.0017718473410855704
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,20,0.803085722139,0.0015158257670809677
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,21,1.0,0.001281329238685674
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,22,1.24519708474,0.0010659411510206438
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,23,1.55051577983,0.000868910082548622
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,24,1.93069772888,0.0006908896101926942
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,25,2.40409918351,0.000533511133125616
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,26,2.99357729472,0.0003987637959227912
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,27,3.72759372031,0.00028821908634100047
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,28,4.64158883361,0.00020223506058630894
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,29,5.77969288415,0.0001393767175964615
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,30,7.19685673001,9.632519967254905e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,31,8.96150501947,6.843011574332059e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,32,11.1588399251,5.07616417984281e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,33,13.8949549437,3.919206213839323e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,34,17.3019573885,3.09770479793603e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,35,21.5443469003,2.4661582073977532e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,36,26.8269579528,1.9605467593729398e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,37,33.4048498351,1.5533057146912394e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,38,41.5956216307,1.2268764876831741e-05
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,39,51.7947467923,9.93119468452431e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,40,64.4946677104,8.027563839109316e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,41,80.3085722139,6.399192735546669e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,42,100.0,5.0077780678216735e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,43,124.519708474,3.828768983701335e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,44,155.051577983,2.859689581756866e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,45,193.069772888,2.288642303975972e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,46,240.409918351,1.8531886635446855e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,47,299.357729472,1.4863971165156148e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,48,372.759372031,1.180991147283892e-06
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,49,464.158883361,9.37909506987857e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,50,577.969288415,7.470298948135808e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,51,719.685673001,5.952069092733316e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,52,896.150501947,4.7615587764775545e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,53,1115.88399251,3.8326938556460247e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,54,1389.49549437,3.1028961031443326e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,55,1730.19573885,2.5214254278756064e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,56,2154.43469003,2.0455066760133706e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,57,2682.69579528,1.6491464248801318e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,58,3340.48498351,1.3163996109440912e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,59,4159.56216307,1.0398519578461503e-07
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,60,5179.47467923,8.132463162910779e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,61,6449.46677104,6.276207847633395e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,62,8030.85722139,4.7842820716875055e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,3,down,63,10000.0,3.6124620356656575e-08
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,0,0.01,0.03879048361265999
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,1,0.0124519708474,0.03216872505972902
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,2,0.0155051577983,0.02675010455944048
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,3,0.0193069772888,0.022313447017410566
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,4,0.0240409918351,0.018677682140312842
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,5,0.0299357729472,0.015694565709138814
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,6,0.0372759372031,0.013242764903902807
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,7,0.0464158883361,0.011223057295108033
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,8,0.0577969288415,0.009554435890514516
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,9,0.0719685673001,0.008170930310779789
low_altitude,3.75,36.25,34.155872450464685,99.75,n,4,down,10,0.0896150501947,0.007018971701149045
