case_id,time_bin_id,day_mid,elapsed_stop_day,dt_s,T_atm_vertical,T_atm_slant,science_scale_to_day15,accidental_live_factor,source_cps,background_cps,cumulative_source_counts,cumulative_background_counts,counting_Z
w2_hard_window,0,0.0,0.125,10800.0,0.7390423888027,0.6520342542373311,1.0,0.9991916058013104,0.0010412634900420807,0.06177116557694162,11.24564569245447,667.1285882309695,0.4353911735323821
w2_hard_window,1,0.25,0.375,21600.0,0.7634373037471879,0.6826789626589138,1.0469986173616401,0.9991956773017304,0.0010902058767299798,0.061286060373052995,34.79409262982203,1990.907492288914,0.7797941536780312
w2_hard_window,2,0.5,0.625,21600.0,0.7837771116149006,0.7085421765182374,1.0866640393716773,0.9992023983676188,0.00113151581184686,0.0607374390165182,59.234834165714204,3302.836175045707,1.0307032859593122
w2_hard_window,3,0.75,0.875,21600.0,0.7988362482971733,0.7278710495576816,1.116307992758839,0.9992071718343802,0.001162388864642089,0.06034684876000395,84.34243364198332,4606.328108261792,1.2427068532613574
w2_hard_window,4,1.0,1.125,21600.0,0.808017462949973,0.7397298852634182,1.134495435563677,0.9992098461183531,0.0011813302415495544,0.06012285809073915,109.8591668594537,5904.981843021758,1.4296410765384366
w2_hard_window,5,1.25,1.375,21600.0,0.8110949791979928,0.7437174703023954,1.1406110422408775,0.9992103839200716,0.001187698955000829,0.06006642156119055,135.5134642874716,7202.416548743474,1.596773550843215
w2_hard_window,6,1.5,1.625,21600.0,0.808017462949973,0.7397298852634182,1.134495435563677,0.9992087600265249,0.0011813289575018375,0.06017811833737864,161.0301697695113,8502.263904830852,1.746384870422608
w2_hard_window,7,1.75,1.875,21600.0,0.7988362482971733,0.7278710495576816,1.116307992758839,0.9992049275232932,0.0011623862538099313,0.06046054372063822,186.13771285180582,9808.211649196637,1.879487574329485
w2_hard_window,8,2.0,2.125,21600.0,0.7837771116149004,0.708542176518237,1.0866640393716767,0.9991988416418015,0.0011315117841428552,0.0609163841463749,210.5783673892915,11124.005546758335,1.9965636313891553
w2_hard_window,9,2.25,2.375,21600.0,0.7634373037471877,0.6826789626589136,1.04699861736164,0.9991905410089954,0.001090200272605931,0.06154215463205794,234.1266932775796,12453.316086810786,2.0980142113519284
w2_hard_window,10,2.5,2.625,21600.0,0.7390423888027,0.6520342542373311,1.0,0.9991802823699647,0.0010412516898272131,0.062317887506456275,256.6177297778474,13799.382456950241,2.1845240625413864
w2_hard_window,11,2.75,2.875,21600.0,0.7126370627291281,0.6193334023908916,0.9498479541006801,0.9991687019457562,0.0009890193244939296,0.0631948131818755,277.9805471869163,15164.390421678752,2.2573657263703804
w2_hard_window,12,3.0,3.125,21600.0,0.6870515445807625,0.58812289446444,0.9019815916762737,0.9991569327318184,0.0009391679087917141,0.06408641598560016,298.2665740168173,16548.657006967715,2.318585995970552
w2_hard_window,13,3.25,3.375,21600.0,0.6655438918795834,0.5622559937833749,0.8623105153287266,0.9991465654023237,0.0008978519825376074,0.06487141713650107,317.6601768396296,17949.879617116138,2.371002452456886
w2_hard_window,14,3.5,3.625,21600.0,0.6511747745022454,0.5451657636924687,0.8360998830193915,0.9991393571533103,0.0008705547577271195,0.0654159605645315,336.4641596065354,19362.86436531002,2.417987258522531
w2_hard_window,15,3.75,3.875,21600.0,0.6461225723909806,0.539193661275189,0.8269406979329191,0.9991367180930568,0.0008610158571670436,0.06561272892072519,355.06210212134357,20780.099309997684,2.4630913019312124
w2_hard_window,16,4.0,4.125,21600.0,0.6511747745022454,0.5451657636924687,0.8360998830193915,0.9991391933811977,0.000870554615031718,0.06542035554549529,373.86608180602866,22193.178989780383,2.509610418356158
w2_hard_window,17,4.25,4.375,21600.0,0.6655438918795834,0.5622559937833749,0.8623105153287266,0.999146241598969,0.0008978516915617947,0.064880247526421,393.2596783437634,23594.592336351077,2.5601957990607844
w2_hard_window,18,4.5,4.625,21600.0,0.6870515445807625,0.58812289446444,0.9019815916762737,0.999156453476405,0.0009391674583106239,0.06409986365712102,413.5456954432729,24979.14939134489,2.616584003305234
w2_hard_window,19,4.75,4.875,21600.0,0.7126370627291283,0.6193334023908919,0.9498479541006805,0.9991680679485245,0.0009890186969367287,0.06321336819106502,434.90849929710623,26344.558144271894,2.6794918202107336
w2_hard_window,20,5.0,5.125,21600.0,0.7390423888027,0.6520342542373311,1.0,0.9991794854662507,0.0010412508593691332,0.06234252966768995,457.3995178594795,27691.156785093997,2.7486861440560917
w2_hard_window,21,5.25,5.375,21600.0,0.7634373037471879,0.6826789626589138,1.0469986173616401,0.9991895599424312,0.00109019920218043,0.061574510014634674,480.9478206265768,29021.166201410106,2.8231927555018435
w2_hard_window,22,5.5,5.625,21600.0,0.7837771116149006,0.7085421765182374,1.0866640393716773,0.9991976388889564,0.0011315104221226444,0.06095884489882349,505.3884457444259,30337.877251224694,2.901567738881674
w2_hard_window,23,5.75,5.875,21600.0,0.7988362482971733,0.7278710495576816,1.116307992758839,0.9992034466630522,0.001162384531108671,0.06051636920569285,530.4959516163732,31645.03082606766,2.982148819698451
w2_hard_window,24,6.0,6.125,21600.0,0.808017462949973,0.7397298852634182,1.134495435563677,0.9992069227327971,0.001181326785334848,0.060251555678553434,556.0126101796059,32946.464428724415,3.0632344197032997
w2_hard_window,25,6.25,6.375,21600.0,0.8110949791979928,0.7437174703023954,1.1406110422408775,0.9992080855050329,0.0011876962230184722,0.060162893484144636,581.6668485968049,34245.98292798194,3.1431817520840033
w2_hard_window,26,6.5,6.625,21600.0,0.808017462949973,0.7397298852634182,1.134495435563677,0.999206948489961,0.0011813268157866263,0.06024927126657462,607.183507817796,35547.36718733995,3.2204476709694454
