selection_id,time_bin_id,time_mid_s,day_mid,dt_s,prompt_scale_to_day15,delayed_activity_scale_to_day15,science_atm_scale_to_day15,T_atm_511,prompt_event_rate_hz,delayed_event_rate_hz,prompt_raw_cps,delayed_raw_cps,background_raw_cps,science_raw_cps_at_ref_flux,prompt_active_cps,delayed_active_cps,background_active_cps,science_active_cps_at_ref_flux,prompt_final_cps,delayed_final_cps,background_final_cps,science_final_cps_at_ref_flux,claim_level
broad_480_550,0,0.0,0.0,10800.0,0.9995980883233027,0.8166422129915613,1.0,0.7390423888027,749.372515771234,59.34860971097182,0.2855728142085181,0.006940819427631512,0.29251363363614963,0.0012090615234029965,0.08416143337124489,0.0038953578420380924,0.08805679121328298,0.0012090615234029965,0.07398677334923935,0.003116286273630472,0.07710305962286983,0.001183280768712488,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,1,21600.0,0.25,21600.0,0.987358392119787,0.8868323446153292,1.033008816969226,0.7634373037471879,740.1967359818898,64.44960334200249,0.2820760843420593,0.007537380591690877,0.2896134649337502,0.0012489712139335395,0.0831309088148761,0.004230162576969368,0.08736107139184547,0.0012489712139335395,0.07308083361260775,0.003384130061575493,0.07646496367418325,0.0012223394670301236,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,2,43200.0,0.5,21600.0,0.9775859608713237,0.8950840274154916,1.0605306589851686,0.7837771116149006,732.8706001324844,65.04928566820945,0.2792842215665271,0.007607513434910202,0.28689173500143733,0.0012822468141681918,0.08230811630356569,0.004269522846123071,0.08657763914968876,0.0012822468141681918,0.07235751224545321,0.003415618276898455,0.07577313052235167,0.0012549055334071318,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,3,64800.0,0.75,21600.0,0.9706063435772849,0.9013472163170664,1.0809072123607733,0.7988362482971733,727.6381637844643,65.50445630199775,0.2772902312057608,0.00766074563686524,0.28495097684262605,0.0013068833208342027,0.08172046552400652,0.004299398061506001,0.08601986358551253,0.0013068833208342027,0.07184090525227191,0.0034395184492047987,0.07528042370147671,0.0012790167171491283,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,4,86400.0,1.0,21600.0,0.9664823980807905,0.9070605659495687,1.093330335569814,0.808017462949973,724.5465498170995,65.91966794803743,0.2761120709683279,0.007709304635524955,0.28382137560385284,0.0013219036411067488,0.08137324880942473,0.0043266505607538,0.08569989937017854,0.0013219036411067488,0.07153566515195765,0.003461320448603038,0.07499698560056069,0.001293716759929732,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,5,108000.0,1.25,21600.0,0.9651818096122368,0.9130708393590858,1.0974945300661616,0.8110949791979928,723.5715326936695,66.35645821574961,0.27574050892411167,0.007760387253815451,0.2835008961779271,0.0013269384084482491,0.08126374540898987,0.004355319377141323,0.0856190647861312,0.0013269384084482491,0.07143940011767279,0.0034842555017130564,0.07492365561938584,0.0012986441711944385,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,6,129600.0,1.5,21600.0,0.9666800367242471,0.919978356298864,1.093330335569814,0.808017462949973,724.6947143336095,66.85845470871692,0.27616853388504164,0.00781909573962428,0.28398762962466595,0.0013219036411067488,0.08138988904885411,0.0043882680171360745,0.08577815706599018,0.0013219036411067488,0.07155029367685109,0.0035106144137088575,0.07506090809055994,0.001293716759929732,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,7,151200.0,1.75,21600.0,0.9709942780162459,0.9282519086879755,1.0809072123607733,0.7988362482971733,727.9289880766217,67.45972638418654,0.27740105927831976,0.007889414457227071,0.28529047373554683,0.0013068833208342027,0.08175312776978153,0.004427732603545804,0.08618086037332733,0.0013068833208342027,0.0718696188099958,0.003542186082836641,0.07541180489283245,0.0012790167171491283,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,8,172800.0,2.0,21600.0,0.9781496956660047,0.938248797593042,1.0605306589851682,0.7837771116149004,733.2932173485963,68.18623971953977,0.2794452736270151,0.0079743801859444,0.2874196538129595,0.0012822468141681913,0.08235558010818458,0.004475417451295325,0.08683099755947991,0.0012822468141681913,0.07239923793397779,0.0035803339610362577,0.07597957189501404,0.0012549055334071314,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,9,194400.0,2.25,21600.0,0.9880765706559972,0.950156841241034,1.0330088169692258,0.7634373037471877,740.7351356274468,69.0516442059145,0.28228125906986784,0.008075589233654893,0.2903568483035227,0.0012489712139335393,0.08319137605238883,0.004532218447459378,0.0877235944998482,0.0012489712139335393,0.07313399068964058,0.0036257747579675,0.07675976544760808,0.0012223394670301234,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,10,216000.0,2.5,21600.0,1.0004427595978038,0.9638673168950146,1.0,0.7390423888027,750.0057437109097,70.04803853331414,0.28581412634762493,0.008192117542218097,0.29400624388984303,0.0012090615234029965,0.08423255069931898,0.0045976169879795425,0.08883016768729853,0.0012090615234029965,0.0740492929787496,0.003678093590383632,0.07772738656913324,0.001183280768712488,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,11,237600.0,2.75,21600.0,1.0144542423095344,0.9788100879252475,0.9642708909886071,0.7126370627291281,760.5097854573147,71.1339886247563,0.28981703371205836,0.00831911939666468,0.29813615310872305,0.00116586283243185,0.08541225130344246,0.0046688935389444615,0.09008114484238693,0.00116586283243185,0.07508637418947747,0.0037351148311555674,0.07882148902063305,0.0011410032011360748,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,12,259200.0,3.0,21600.0,1.0287105093605544,0.9938295704559229,0.9296510660150816,0.6870515445807625,771.1973356140475,72.22551364341588,0.29388987293556756,0.008446773238804434,0.302336646174372,0.0011240053341094144,0.08661256159170005,0.004740536001369834,0.09135309759306989,0.0011240053341094144,0.07614157348550583,0.003792428801095865,0.0799340022866017,0.0011000382280287099,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,13,280800.0,3.25,21600.0,1.0412526482439335,1.0072266405510906,0.9005490103995397,0.6655438918795834,780.5998487620619,73.19913155307059,0.29747300693608214,0.008560637845495836,0.30603364478157796,0.0010888191584127284,0.08766855039189572,0.004804439607166029,0.09247298999906176,0.0010888191584127284,0.07706989897723998,0.0038435516857328214,0.0809134506629728,0.0010656023252888379,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,14,302400.0,3.5,21600.0,1.0499213172045039,1.017075533707782,0.8811061237734871,0.6511747745022454,787.0985229224607,73.91488945382899,0.2999495384735369,0.008644345726223938,0.3085938841997608,0.0010653115122892815,0.08839841133667423,0.004851418519819555,0.09324982985649378,0.0010653115122892815,0.07771152369933317,0.0038811348158556422,0.0815926585151888,0.0010425959314559724,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,15,324000.0,3.75,21600.0,1.0529876305340695,1.0217897703330654,0.8742699771764703,0.6461225723909806,789.3972577447469,74.25749161804262,0.30082554627807156,0.008684413046568983,0.30950995932464054,0.001057046190470486,0.0886565804228261,0.004873905281237693,0.0935304857040638,0.001057046190470486,0.07793848154567405,0.0038991242249901523,0.0818376057706642,0.0010345068506556231,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,16,345600.0,4.0,21600.0,1.049788246378433,1.0207036967021816,0.8811061237734871,0.6511747745022454,786.998763208158,74.17856236480138,0.2999115217838953,0.008675182271038213,0.3085867040549335,0.0010653115122892815,0.08838720740222011,0.004868724743950016,0.09325593214617013,0.0010653115122892815,0.07770167425968046,0.0038949797951600106,0.08159665405484047,0.0010425959314559724,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,17,367200.0,4.25,21600.0,1.0409953666214347,1.0143400193300862,0.9005490103995397,0.6655438918795834,780.4069714657106,73.71608883762536,0.2973995047577173,0.008621095995760308,0.30602060075347765,0.0010888191584127284,0.08764688849559708,0.004838370201702212,0.09248525869729929,0.0010888191584127284,0.07705085588650872,0.0038706961613617676,0.08092155204787048,0.0010656023252888379,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
broad_480_550,18,388800.0,4.5,21600.0,1.0283453370546611,1.0041966979139239,0.9296510660150816,0.6870515445807625,770.9235754971025,72.97893367429438,0.2937855477229815,0.008534885705346705,0.3023204334283282,0.0011240053341094144,0.08658181580991989,0.00478998687544968,0.09137180268536957,0.0011240053341094144,0.07611454470169246,0.0038319895003597415,0.07994653420205221,0.0011000382280287099,V3P5_L1_RATE_FOLD_FULLSTAT_V2_EXACTPOS_NO_NEW_TRANSPORT
