cut_id,radius_cm,signal_psf_fraction_vs_spatial_full,signal_cps_at_reference_flux,signal_keep_vs_current_hard_window,prompt_cps_scaled_to_current,prompt_keep_vs_current_hard_window,prompt_reduction_factor_vs_current_hard_window,delayed_cps_scaled_to_current,delayed_keep_vs_current_hard_window,background_cps_scaled_to_current,background_keep_vs_current_hard_window,Z20d_time_dependent,T3_day_time_dependent,T5_day_time_dependent,T3_status,T5_status,F3_20d_ph_cm2_s,source_counts_20d,prompt_counts_20d,delayed_counts_20d,background_counts_20d,Z_gain_vs_current_hard_window,F3_improvement_vs_current_hard_window
spot_r50,0.7207108448941753,0.5000187329022138,0.0005311780698844835,0.44970667674797404,0.0088297926638727,0.14944795993742824,6.691292409870874,0.00041974332617850324,0.107691738314531,0.009249535990051202,0.14686381150955088,7.192820079201693,3.080269123743501,9.644640444662372,mission_internal_crossing,mission_internal_crossing,4.17082586102023e-05,910.6309453498718,15312.749320986031,715.5120229232562,16028.261343909291,1.1733045661432895,1.1733045661432895
spot_r68,0.8494856401373088,0.6800044958962064,0.000722379886742277,0.6115822106268339,0.014942725891330548,0.2529119295745827,3.9539455559968117,0.0007550186470591976,0.19371188412204113,0.015697744538389746,0.24924824310007268,7.508896538498885,2.7481101259568814,8.605346111941493,mission_internal_crossing,mission_internal_crossing,3.99526080112929e-05,1238.419875483396,25913.883197093724,1287.0363524788152,27200.91954957255,1.2248634747299418,1.2248634747299418
spot_r90,1.0516422148529696,0.9000037465815031,0.0009560886853642319,0.8094450613614232,0.01901740212213542,0.32187754103122074,3.1067715902023876,0.001186297794007052,0.30436331831273233,0.02020369991614247,0.3207936462403506,8.760949682270843,1.9480391155204884,6.284116983946731,mission_internal_crossing,mission_internal_crossing,3.424286303197211e-05,1639.0811156433608,32980.24342339709,2022.2128177885797,35002.45624118565,1.4291004297025098,1.4291004297025098
spot_r95,1.1376384250741831,0.9500206061951846,0.001009222412568957,0.8544292074306816,0.023771905758970556,0.40234951767766336,2.4854012644825283,0.001421064849962654,0.36459649124968985,0.02519297060893321,0.40001311318272315,8.281463612900652,2.190252457358668,6.9142100901684005,mission_internal_crossing,mission_internal_crossing,3.622548066656572e-05,1730.1715031755944,41225.569798324796,2422.406556785861,43647.97635511067,1.3508858784695554,1.3508858784695554
spot_r99,1.3096744782126644,0.9900340938885033,0.0010517293943352584,0.8904165242882229,0.0339595158298937,0.5747791091409916,1.7397987924343699,0.0019996935439209715,0.513052764416349,0.03595920937381467,0.5709590787244625,7.223636630524429,3.0429786887100536,9.547931044589676,mission_internal_crossing,mission_internal_crossing,4.1530328191247945e-05,1803.0438132057027,58893.064963220095,3408.7612204916727,62301.826183711775,1.1783314123568218,1.178331412356822
spot_rmax,1.7142688803114021,1.0,0.001062316339232761,0.8993796575135935,0.05840350982625764,0.9885040033195489,1.0116296915762057,0.0038102143193837522,0.977570285967702,0.06221372414564139,0.98782735329214,5.547388612944553,5.747731780242189,16.074946128663417,mission_internal_crossing,mission_internal_crossing,5.407949955046688e-05,1821.1936582143196,101284.17953621395,6495.050630713396,107779.2301669274,0.9048990963307287,0.9048990963307287
full_aperture_1p8,1.8,1.0,0.001062316339232761,0.8993796575135935,0.05908272463250492,1.0,1.0,0.0038976372073461713,1.0,0.06298036183985109,1.0,5.5135522745415475,5.8068201841037315,16.235381502060594,mission_internal_crossing,mission_internal_crossing,5.4411382183720216e-05,1821.1936582143196,102462.08330576919,6644.075340612375,109106.15864638158,0.8993796575135935,0.8993796575135935
